,Species,Origin,,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers
626,Arabica,Thailand,,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,82.67,0.12,0,0
627,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0
628,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,82.67,0.12,0,0
629,Arabica,Colombia,,,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,82.67,0.11,0,0
630,Arabica,United States (Hawaii),,,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,82.67,0.03,2,0
631,Arabica,Mexico,,,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,82.67,0,0,0
632,Arabica,Colombia,,,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,82.67,0.08,0,0
633,Arabica,Colombia,,,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,82.67,0.21,0,0
634,Arabica,Guatemala,,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,82.58,0.1,0,1
635,Arabica,,,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58,0.11,0,5,Green,0
636,Arabica,Brazil,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0
637,Arabica,Taiwan,,7,7.08,7,7,10,10,10,10,82.58,0.11,0,0,Blue-Green,0,"February 13th, 2018"
638,Arabica,Brazil,,,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,82.58,0,1,9
639,Arabica,Indonesia,,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58,0.13,0,0
640,Arabica,Thailand,,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58,0.12,0,0
641,Arabica,Thailand,,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0
642,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0
643,Arabica,Uganda,,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,82.58,0.12,0,0
644,Arabica,Costa Rica,,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,82.58,0.11,0,0
645,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58,0,0,0
646,Arabica,Guatemala,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,82.58,0,0,0
647,Arabica,Colombia,,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58,0.11,0,0
648,Arabica,Colombia,,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,82.58,0.11,0,0
649,Arabica,Colombia,,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58,0.11,0,0
650,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,82.58,0.1,0,0
651,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58,0.12,0,0
652,Arabica,Colombia,,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58,0.11,2,0
653,Arabica,Brazil,,,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,82.58,0,0,0
654,Arabica,Brazil,,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,0,0
655,Arabica,Indonesia,,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5,0.11,0,0
656,Arabica,Honduras,,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0
657,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2
658,Arabica,Thailand,,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0
659,Arabica,Thailand,,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0
660,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0
661,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0
662,Arabica,Mexico,,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0
663,Arabica,Brazil,,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0
664,Arabica,Guatemala,,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0
665,Arabica,Colombia,,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0
666,Arabica,Guatemala,,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0
667,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0
668,Arabica,Mexico,,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0
669,Arabica,Mexico,,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0
670,Arabica,Guatemala,,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0
671,Arabica,Brazil,,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0
672,Arabica,Colombia,,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0
673,Arabica,United States (Hawaii),,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0
674,Arabica,Guatemala,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0
675,Arabica,Honduras,,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1
676,Arabica,Guatemala,,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1
677,Arabica,Guatemala,,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0
678,Arabica,Guatemala,,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0
679,Arabica,Guatemala,,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2
680,Arabica,Colombia,,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0
681,Arabica,China,,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0
682,Arabica,Brazil,,,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1
683,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0
684,Arabica,Brazil,,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0
685,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0
686,Arabica,Mexico,,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0
687,Arabica,Brazil,,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0
688,Arabica,Peru,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0
689,Arabica,Brazil,,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0
690,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0
691,Arabica,Honduras,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0
692,Arabica,Colombia,,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0
693,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0
694,Arabica,Mexico,,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0
695,Arabica,Mexico,,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0
696,Arabica,Mexico,,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0
697,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0
698,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0
699,Arabica,Mexico,,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0
700,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0
701,Arabica,Mexico,,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0
702,Arabica,Colombia,,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0
703,Arabica,Brazil,,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0
704,Arabica,Colombia,,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0
705,Arabica,Colombia,,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0
706,Arabica,Honduras,,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1
707,Arabica,Brazil,,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3
708,Arabica,Brazil,,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4
709,Arabica,Brazil,,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2
710,Arabica,Costa Rica,,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1
711,Arabica,Costa Rica,,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2
712,Arabica,China,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6
713,Arabica,Brazil,,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0
714,Arabica,Brazil,,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0
715,Arabica,Guatemala,,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0
716,Arabica,Malawi,,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0
717,Arabica,Brazil,,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0
718,Arabica,Guatemala,,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0
719,Arabica,Mexico,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0
720,Arabica,Colombia,,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0
721,Arabica,Taiwan,,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,Green,0
722,Arabica,Taiwan,,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
723,Arabica,Guatemala,,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0
724,Arabica,Colombia,,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0
725,Arabica,Mexico,,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0
726,Arabica,Costa Rica,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0
727,Arabica,Guatemala,,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0
728,Arabica,Mexico,,Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0
729,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0
730,Arabica,Guatemala,,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0
731,Arabica,Brazil,,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0
732,Arabica,Mexico,,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0
733,Arabica,Brazil,,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0
734,Arabica,Colombia,,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0
735,Arabica,Brazil,,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6
736,Arabica,Taiwan,,,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0
737,Arabica,Guatemala,,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2
738,Arabica,Brazil,,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0
739,Arabica,El Salvador,,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0
740,Arabica,Honduras,,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0
741,Arabica,Malawi,,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0
742,Arabica,Brazil,,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0
743,Arabica,Taiwan,,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
744,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0
745,Arabica,United States (Hawaii),,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0
746,Arabica,Mexico,,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0
747,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0
748,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0
749,Arabica,Mexico,,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0
750,Arabica,El Salvador,,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0
751,Arabica,Mexico,,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0
752,Arabica,Mexico,,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0
753,Arabica,Colombia,,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0
754,Arabica,Colombia,,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0
755,Arabica,Brazil,,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0
756,Arabica,Colombia,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0
757,Arabica,Brazil,,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1
758,Arabica,Honduras,,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1
759,Arabica,Nicaragua,,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0
760,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0
761,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0
762,Arabica,Brazil,,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0
763,Arabica,Thailand,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0
764,Arabica,Honduras,,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0
765,Arabica,Guatemala,,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0
766,Arabica,Brazil,,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0
767,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0
768,Arabica,Mexico,,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0
769,Arabica,Mexico,,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0
770,Arabica,Taiwan,,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,Green
771,Arabica,,,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,Green,0,"May 29th, 2014",Specialty Coffee Association
772,Arabica,Colombia,,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0
773,Arabica,Mexico,,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0
774,Arabica,Guatemala,,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0
775,Arabica,Mexico,,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0
776,Arabica,Mexico,,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0
777,Arabica,Colombia,,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0
778,Arabica,Indonesia,,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0
779,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7
780,Arabica,Brazil,,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1
781,Arabica,Brazil,,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0
782,Arabica,Costa Rica,,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0
783,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0
784,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0
785,Arabica,Colombia,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0
786,Arabica,Costa Rica,,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0
787,Arabica,United States (Hawaii),,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0
788,Arabica,Mexico,,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0
789,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0
790,Arabica,Mexico,,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0
791,Arabica,Vietnam,,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0
792,Arabica,Mexico,,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0
793,Arabica,United States (Hawaii),,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0
794,Arabica,Colombia,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0
795,Arabica,Honduras,,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0
796,Arabica,Honduras,,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1
797,Arabica,Brazil,,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2
798,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0
799,Arabica,Laos,,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0
800,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0
801,Arabica,Malawi,,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0
802,Arabica,,,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,Green,0,"July 22nd, 2015",Specialty Coffee Association
803,Arabica,Thailand,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0
804,Arabica,Costa Rica,,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0
805,Arabica,Honduras,,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0
806,Arabica,Colombia,,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0
807,Arabica,,,7.5,9.33,10,10,7.42,82,0.12,0,0,Bluish-Green,0,"June 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
808,Arabica,Brazil,,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0
809,Arabica,Mexico,,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0
810,Arabica,Brazil,,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0
811,Arabica,Brazil,,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0
812,Arabica,Guatemala,,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0
813,Arabica,Brazil,,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0
814,Arabica,Guatemala,,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0
815,Arabica,Colombia,,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0
816,Arabica,Guatemala,,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0
817,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2
818,Arabica,Honduras,,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0
819,Arabica,Brazil,,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0
820,Arabica,El Salvador,,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0
821,Arabica,Guatemala,,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0
822,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0
823,Arabica,Nicaragua,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0
824,Arabica,Zambia,,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0
825,Arabica,Honduras,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0
826,Arabica,Taiwan,,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
827,Arabica,Mexico,,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0
828,Arabica,Mexico,,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0
829,Arabica,Mexico,,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0
830,Arabica,Mexico,,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0
831,Arabica,Mexico,,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0
